,AROU_M,VAL_M,DOM_M,CNC_M,IMAG_M,FAM_M,AOA_M,SIZE_M,GEND_M
dim_163,-0.012487375194739149,-0.05173241402959216,-0.007329356929221635,0.017346655937669028,0.024557626110220797,0.022449596179425248,-0.036799601930426445,-0.039405495038042415,0.022281015104356143
dim_164,-0.016003251882033147,0.044855431797235765,0.05079090610313584,0.06979281593928885,0.07447930670599101,-0.010536829166643764,-0.04995801555270482,-0.052282385400547964,-0.029902380662109398
dim_165,0.02617403786769855,-0.014464246639476009,0.020084939099249167,0.04231758062185277,0.03177321315706184,0.04128888134960098,-0.015930370469588603,-0.019417337819962213,0.022427584137739116
dim_166,-0.016352474351080334,0.007231941787114836,-0.021472885640736832,-0.041091446921715624,-0.04027078628182717,-0.030204370634495877,0.011372774214968944,-0.012326952635880538,-0.04811144839412887
dim_167,0.02956258109753205,-0.06951664443930128,-0.028189247516179843,0.02162559315429194,0.03296285357884222,-0.03689061829851107,-0.005859537198670617,0.029445119296148816,0.06492737432803113
dim_168,-0.016585177718712922,0.025085922448458267,0.031284222165478145,0.017370916733613496,0.018957269734413994,0.007448039901713041,-0.020376614751831654,-0.047061956360104865,-0.027745460491703684
dim_169,-0.023305395507131895,0.036737404736724204,0.018874040414402056,0.04849564522426032,0.05576702642820715,0.018059021662744264,-0.05709244366963016,-0.05411193108563411,-0.020066727217934
dim_170,0.0463324630211457,0.02488953755648813,0.028517751721159768,0.03226409180044238,0.03950281315350965,-0.031579673239144804,0.016836247692655577,0.007814328557061758,0.002107952900253936
dim_171,-0.0315125689072915,-0.028296311858979857,0.004460859816974544,0.05132443217361663,0.047929649425031945,-0.0637178876778013,0.06180707313623449,-0.04256626983725214,0.021618042849793954
dim_172,0.012218657814253278,0.011660531169096384,0.006738918810330958,0.03775104234400193,0.04991351393735955,0.035218563530281716,-0.049653774287135945,-0.020861591221185565,0.011748793240984073
dim_173,0.027723032982465694,-0.030996772229480107,-0.01932259085543799,-0.023689703065337766,-0.028439812460071875,0.007071454596853326,-0.0037853148920839576,0.006539530070900217,0.01730659836975597
dim_174,-0.01478942666857833,-0.013332548482791293,0.013818028208505825,0.0003259765621738688,0.004644767341032632,-0.031733433126343205,0.027547995951217402,-0.01026815013615766,0.03847346737418512
dim_175,-0.017919904273138054,0.061843191196484126,0.022482665341393565,-0.015471453447839395,-0.038456441890695976,-0.032176296580696095,0.0006370693742702856,-0.02415944224223953,-0.020565829706501487
dim_176,0.003524962889206952,0.04427400991492541,0.06395117679688378,0.0700897680833581,0.052222877756969883,-0.026181181938021613,-0.01102838140305548,0.028582441799026644,0.01372877007124967
dim_177,0.060195477687113384,0.019103793628456347,0.01960197967094075,-0.05531902776306032,-0.027598588461317262,0.0006482695423763507,-0.031299981758110475,0.02237355005801321,-0.009067446144646624
dim_178,0.03351185628012221,0.039313004824396786,0.03162436325471805,0.005839436692635437,0.021246446915763818,-0.02244252258953298,-0.0051721409521367,0.00014889231409177464,0.0072022385474274225
dim_179,-0.03627578729430211,-0.006297060914733183,-0.01717313130227717,0.000644318832156026,-0.007647554303231203,-0.030435242617169882,0.04281650935217892,-0.018643233913913666,-0.025623521390346616
dim_180,0.00127292253540968,-0.02861271318738526,-0.010540903830595577,0.0076157268897783775,0.021671427066663557,-0.008199888460050587,-0.02329643898746611,-0.004309386682099264,0.05001086523101594
dim_181,0.007580276698736221,0.022390719722357705,0.011751425499956338,-0.024390178152012817,-0.027497642158103665,-0.03583681314255315,0.04368290235092871,0.04863083351015789,0.004056501990326904
dim_182,-0.007531083782939038,0.001082039954626534,0.0064255444241269844,0.009465827574695527,-0.0020681893559904756,-0.049233107269822815,0.04941037963645959,0.051953844294594986,0.031920659654970304
dim_183,0.07446987365599861,-0.01848123757189062,0.03148351147309645,-0.05069216734130974,-0.03917889341332422,0.010349621441928693,0.05076583141842714,0.017864250698460208,0.008820518241617519
dim_184,-0.03330805301956607,-0.011257789255915222,-0.013838893717536325,0.018523498052850567,0.008930879355608105,-0.012986506286111412,-0.009140812252941501,0.0019123789375905108,0.05594695475867091
dim_185,-0.02159413172502098,-0.020173788639960825,-0.02673886211340954,0.052448884600040206,0.05665989247004474,-0.015360038240597703,-0.02501257431146124,-0.06986943257889344,0.02014636918574876
dim_186,0.021124257238225714,-0.012562497817770257,0.018339017133520076,-0.08496492458208359,-0.08056676564884906,0.01556737809005172,-0.006810085053028917,-0.04982938529493872,-0.04522393219974376
dim_187,0.01745122818932225,0.027924686341213232,0.016331579999655812,0.07486053063465946,0.07209772468231805,0.0032619967058526893,-0.029399684134847816,-0.0370429184551054,-0.03393870950119304
dim_188,0.0009937410806482325,0.051699156815848864,0.0005851256284082512,0.05229039082057134,0.05663246518804852,0.013090309741111836,-6.250369686420146e-05,0.030929106090712997,-0.0170820962608671
dim_189,0.0006453278018397619,0.02220492658438593,-0.013574587035537806,0.007287646824243273,0.009424279132797187,-0.005205995739435383,0.008129022596536755,0.03318015101164003,-0.031120459814986137
dim_190,-0.07820990997609965,-0.041088900078296,-0.03770796841329534,0.06085805887748521,0.04168257158885693,-0.02914618070174366,-0.0010824743298961882,-0.01189066388425258,0.06575463342750493
dim_191,0.07097701995155267,0.024067357212055496,-0.005382968127268445,-0.06587086348894024,-0.04692224989031178,0.06953604521934038,0.0027559646230314932,0.008277968354023191,-0.0421887988282977
dim_192,0.0026826739067553292,-0.000824414148300447,0.005859097888210392,-0.027566582875452876,-0.015453728030977242,-0.0030028828092570005,-0.012023754223297175,-0.012496212220526567,0.04235712992228865
dim_193,-0.026676490763333283,0.02764744946316707,0.04923815059221782,0.0280102189137258,0.02037201072771112,0.007025182532020163,-0.040393012762376196,-0.05388702986424525,-0.021007183278250307
dim_194,-0.0198403345792115,0.004011633858209,0.00941221095398727,0.06740938486157991,0.05927863212439272,-0.02187277957035135,0.014106326995184472,-0.03323812281625525,0.037589265951496954
dim_195,0.02039868696903753,0.026088677436413667,-0.036494238893859256,-0.010047460567298896,-0.014241145720725932,-0.0282545611654248,0.02227600353820476,0.018715084692007826,-0.011743688325357276
dim_196,0.02541419462506059,0.03804563808886854,0.037555304085661975,0.025515413495901293,0.04069103148217643,0.057402701642144914,-0.052278976485566335,0.02167405520811504,0.01507836431942095
dim_197,0.0065973588437490205,-0.005635051645958815,0.029151801068315563,-0.005958043772855699,-0.015058467173861815,0.055280206429090116,-0.04032533931956204,0.03373765771934393,0.021875568887113374
dim_198,0.006170081862161425,-0.02717778937746481,-0.010613787872469244,0.021232057895576886,0.03566643991126646,0.017728864475186075,-0.01316195160329502,-0.013142045831607682,0.03143416143962184
dim_199,-0.019659240812009655,0.016394819743419175,0.04325689514024412,0.014449907467701764,0.013748030380730764,0.0053008619334156334,8.232353051057986e-05,0.007863226910708353,-0.004696405859137199
dim_200,-0.04219810076246748,0.02046545815246441,-0.008002524796151092,0.06875332918104096,0.041276362267357584,-0.04138171660415306,0.023842963833951587,-0.05585776695980958,-0.03398163750181544
dim_201,0.011136135097964826,-0.038861022275902504,-0.0592795869744636,-0.07893094331720482,-0.08269909866835318,-0.020701453220008287,0.04881462730574637,0.008005905218366383,-0.04947695642316749
dim_202,-0.00788888890640296,-0.014812690062071926,-0.025933445538141593,-0.0013258954316066422,-0.03452807956714623,-0.034851080958707606,0.04007901881079031,0.023297136023005007,0.02019048645943465
